0.089251,0.773956
0.654571,0.438878
0.433015,0.858598
0.085946,0.697368
0.201469,0.094177
0.526479,0.975622
0.735752,0.761140
0.717477,0.786064
0.513227,0.128114
0.839748,0.450386
0.500352,0.370798
0.182550,0.926765
0.781567,0.643865
0.402414,0.822762
0.545429,0.443414
0.450460,0.227239
0.092136,0.554585
0.887890,0.063817
0.858291,0.827631
0.276760,0.631664
0.165229,0.758088
0.700523,0.354526
0.067920,0.970698
0.445687,0.893121
0.677919,0.778383
0.759899,0.194639
0.363906,0.466721
0.497792,0.043804
0.546569,0.154289
0.743376,0.683049
0.922528,0.744762
0.366643,0.967510
0.410850,0.325825
0.905536,0.370460
0.076343,0.469556
0.795680,0.189471
0.462941,0.129921
0.686478,0.475705
0.330196,0.226909
0.564500,0.669814
0.940306,0.437152
0.160688,0.832678
0.629764,0.700265
0.097227,0.312367
0.767844,0.832260
0.435217,0.804764
0.841692,0.387478
0.898088,0.288328
0.239558,0.682495
0.636762,0.139752
0.832737,0.199908
0.804899,0.007362
0.796843,0.786924
0.780364,0.664851
0.471567,0.705165
0.277122,0.780729
0.555647,0.458916
0.505606,0.568741
0.037262,0.139797
0.245481,0.114530
0.439614,0.668403
0.654429,0.471096
0.855080,0.565236
0.079197,0.764999
0.574601,0.634718
0.565373,0.553579
0.090566,0.559207
0.794913,0.303950
0.602838,0.030818
0.347499,0.436717
0.982738,0.214585
0.276548,0.408529
0.992666,0.853403
0.034693,0.233939
0.821674,0.058303
0.855671,0.281384
0.917652,0.293594
0.434317,0.661916
0.126281,0.557032
0.505015,0.783898
0.996107,0.664313
0.409186,0.406387
0.417959,0.814020
0.321216,0.166973
0.334291,0.022712
0.106143,0.090048
0.771552,0.722359
0.696771,0.461877
0.717058,0.161272
0.900622,0.501045
0.938051,0.152312
0.497330,0.696320
0.495626,0.446156
0.166214,0.381021
0.238766,0.301512
0.683701,0.630283
0.607196,0.361813
0.959693,0.087650
0.342591,0.118006
0.338944,0.961898
0.366264,0.908581
0.495066,0.699707
0.457417,0.265870
0.764229,0.969176
0.263525,0.778751
0.261140,0.716890
0.789007,0.449361
0.736920,0.272242
0.079253,0.096391
0.447024,0.902602
0.127577,0.455776
0.704032,0.202363
0.721616,0.305957
0.808661,0.579220
0.546907,0.176773
0.463206,0.856614
0.019524,0.758519
0.492762,0.719463
0.663298,0.432093
0.308667,0.627309
0.140224,0.584098
0.094695,0.649847
0.628745,0.084444
0.757488,0.415807
0.786886,0.041614
0.179456,0.493991
0.188225,0.329861
0.660599,0.144524
0.677703,0.103403
0.175185,0.587645
0.793483,0.170593
0.299993,0.925120
0.989684,0.581061
0.447038,0.346870
0.612452,0.590915
0.294753,0.022804
0.151498,0.958559
0.418155,0.482303
0.467108,0.782735
0.064957,0.082730
0.275847,0.486658
0.671124,0.490707
0.441168,0.937826
0.161019,0.571728
0.542245,0.473489
0.807597,0.266976
0.953773,0.331569
0.545004,0.520672
0.849778,0.438911
0.284559,0.021612
0.363678,0.826292
0.009916,0.896161
0.542827,0.140249
0.302179,0.554036
0.315692,0.108576
0.665989,0.672240
0.118874,0.281234
0.243873,0.659423
0.730296,0.726995
0.938761,0.768647
0.320679,0.107741
0.614643,0.916012
0.975155,0.230214
0.236455,0.037413
0.141262,0.554852
0.546803,0.370922
0.309955,0.829790
0.460034,0.808251
0.963212,0.317139
0.202738,0.952899
0.634831,0.290918
0.621860,0.515057
0.905532,0.255965
0.991383,0.936044
0.180702,0.164608
0.533157,0.044911
0.298798,0.435097
0.969373,0.992376
0.151540,0.891677
0.090929,0.748608
0.845643,0.890792
0.223418,0.893447
0.115981,0.518858
0.469545,0.315929
0.022114,0.772012
0.335584,0.661661
0.410220,0.373658
0.886296,0.094467
0.736617,0.746790
0.379991,0.262460
0.005307,0.936813
0.947731,0.240971
0.031911,0.122758
0.067643,0.831113
0.891911,0.153284
0.746739,0.179268
0.367209,0.599383
0.719927,0.874562
0.044785,0.196435
0.280509,0.310324
