0.089251,0.773956
0.654571,0.438878
0.433015,0.858598
0.085946,0.697368
0.201469,0.094177
0.526479,0.975622
0.735752,0.761140
0.717477,0.786064
0.513227,0.128114
0.839748,0.450386
0.500352,0.370798
0.182550,0.926765
0.781567,0.643865
0.402414,0.822762
0.545429,0.443414
0.450460,0.227239
0.092136,0.554585
0.887890,0.063817
0.858291,0.827631
0.276760,0.631664
0.165229,0.758088
0.700523,0.354526
0.067920,0.970698
0.445687,0.893121
0.677919,0.778383
0.759899,0.194639
0.363906,0.466721
0.497792,0.043804
0.546569,0.154289
0.743376,0.683049
0.922528,0.744762
0.366643,0.967510
0.410850,0.325825
0.905536,0.370460
0.076343,0.469556
0.795680,0.189471
0.462941,0.129921
0.686478,0.475705
0.330196,0.226909
0.564500,0.669814
0.940306,0.437152
0.160688,0.832678
0.629764,0.700265
0.097227,0.312367
0.767844,0.832260
0.435217,0.804764
0.841692,0.387478
0.898088,0.288328
0.239558,0.682495
0.636762,0.139752
0.832737,0.199908
0.804899,0.007362
0.796843,0.786924
0.780364,0.664851
0.471567,0.705165
0.277122,0.780729
0.555647,0.458916
0.505606,0.568741
0.037262,0.139797
0.245481,0.114530
0.439614,0.668403
0.654429,0.471096
0.855080,0.565236
0.079197,0.764999
0.574601,0.634718
0.565373,0.553579
0.090566,0.559207
0.794913,0.303950
0.602838,0.030818
0.347499,0.436717
0.982738,0.214585
0.276548,0.408529
0.992666,0.853403
0.034693,0.233939
0.821674,0.058303
0.855671,0.281384
0.917652,0.293594
0.434317,0.661916
0.126281,0.557032
0.505015,0.783898
0.996107,0.664313
0.409186,0.406387
0.417959,0.814020
0.321216,0.166973
0.334291,0.022712
0.106143,0.090048
0.771552,0.722359
0.696771,0.461877
0.717058,0.161272
0.900622,0.501045
0.938051,0.152312
0.497330,0.696320
0.495626,0.446156
0.166214,0.381021
0.238766,0.301512
0.683701,0.630283
0.607196,0.361813
0.959693,0.087650
0.342591,0.118006
0.338944,0.961898
0.366264,0.908581
0.495066,0.699707
0.457417,0.265870
0.764229,0.969176
0.263525,0.778751
0.261140,0.716890
0.789007,0.449361
0.736920,0.272242
0.079253,0.096391
0.447024,0.902602
0.127577,0.455776
0.704032,0.202363
0.721616,0.305957
0.808661,0.579220
0.546907,0.176773
0.463206,0.856614
0.019524,0.758519
0.492762,0.719463
0.663298,0.432093
0.308667,0.627309
0.140224,0.584098
0.094695,0.649847
0.628745,0.084444
0.757488,0.415807
0.786886,0.041614
0.179456,0.493991
0.188225,0.329861
0.660599,0.144524
0.677703,0.103403
0.175185,0.587645
0.793483,0.170593
0.299993,0.925120
0.989684,0.581061
0.447038,0.346870
0.612452,0.590915
0.294753,0.022804
0.151498,0.958559
0.418155,0.482303
0.467108,0.782735
0.064957,0.082730
0.275847,0.486658
0.671124,0.490707
0.441168,0.937826
0.161019,0.571728
0.542245,0.473489
0.807597,0.266976
0.953773,0.331569
0.545004,0.520672
0.849778,0.438911
0.284559,0.021612
0.363678,0.826292
0.009916,0.896161
0.542827,0.140249
0.302179,0.554036
0.315692,0.108576
0.665989,0.672240
0.118874,0.281234
0.243873,0.659423
0.730296,0.726995
0.938761,0.768647
0.320679,0.107741
0.614643,0.916012
0.975155,0.230214
0.236455,0.037413
0.141262,0.554852
0.546803,0.370922
0.309955,0.829790
0.460034,0.808251
0.963212,0.317139
0.202738,0.952899
0.634831,0.290918
0.621860,0.515057
0.905532,0.255965
0.991383,0.936044
0.180702,0.164608
0.533157,0.044911
0.298798,0.435097
0.969373,0.992376
0.151540,0.891677
0.090929,0.748608
0.845643,0.890792
0.223418,0.893447
0.115981,0.518858
0.469545,0.315929
0.022114,0.772012
0.335584,0.661661
0.410220,0.373658
0.886296,0.094467
0.736617,0.746790
0.379991,0.262460
0.005307,0.936813
0.947731,0.240971
0.031911,0.122758
0.067643,0.831113
0.891911,0.153284
0.746739,0.179268
0.367209,0.599383
0.719927,0.874562
0.044785,0.196435
0.280509,0.310324
0.998028,0.777405
0.320417,0.971826
0.499307,0.500741
0.433699,0.143897
0.934372,0.013936
0.174278,0.229656
0.279297,0.131822
0.017961,0.677659
0.969310,0.121832
0.296535,0.506330
0.927502,0.694262
0.766188,0.581117
0.417036,0.199776
0.864314,0.804124
0.025101,0.715407
0.084388,0.738984
0.825954,0.131058
0.433836,0.123754
0.567282,0.927563
0.080869,0.397578
0.973121,0.300949
0.132217,0.488584
0.508373,0.662864
0.313738,0.955623
0.521023,0.286446
0.960284,0.924808
0.499165,0.024859
0.596936,0.555198
0.148208,0.633975
0.840794,0.105897
0.723323,0.140340
0.748826,0.419114
0.006511,0.966232
0.165970,0.596043
0.181468,0.933023
0.738326,0.804361
0.432080,0.467382
0.634301,0.784763
0.846979,0.017837
0.663561,0.109144
0.287932,0.829429
0.250513,0.796817
0.463008,0.232641
0.334244,0.530770
0.765147,0.606016
0.933224,0.867739
0.753353,0.603107
0.289856,0.412572
0.118894,0.374184
0.926472,0.425882
0.113729,0.651931
0.962615,0.867491
0.274076,0.453897
0.531016,0.247840
0.268692,0.236662
0.994581,0.746014
0.840856,0.816569
0.959143,0.105278
0.881632,0.066559
0.475421,0.594434
0.357861,0.146173
0.192301,0.824664
0.318724,0.310335
0.923362,0.143872
0.915267,0.920970
0.598560,0.165532
0.155861,0.284720
0.577416,0.153613
0.455658,0.115490
0.540284,0.021148
0.709036,0.055395
0.194822,0.174641
0.830994,0.053382
0.429260,0.591144
0.515996,0.680714
0.803101,0.393630
0.828218,0.317991
0.984423,0.504526
0.736013,0.875005
0.792651,0.851132
0.536514,0.043475
0.493084,0.181498
0.889117,0.236745
0.228070,0.249388
0.642566,0.571233
0.948841,0.416262
0.282278,0.049254
0.007076,0.373614
0.925817,0.523753
0.893548,0.101672
0.093321,0.833459
0.106742,0.051962
0.404093,0.924842
0.689383,0.099113
0.837131,0.843575
0.800696,0.902653
0.239878,0.979571
0.320696,0.802026
0.579365,0.779478
0.627819,0.642483
0.616284,0.778996
0.739043,0.134552
0.826055,0.536068
0.323083,0.514223
0.966983,0.857572
0.833698,0.462799
0.784138,0.385089
0.686165,0.639563
0.249799,0.266463
0.061133,0.139768
0.433619,0.477877
0.165121,0.416889
0.604177,0.232570
0.338237,0.367512
0.505054,0.366392
0.736945,0.327496
0.433897,0.379464
0.182916,0.685743
0.235446,0.296876
0.792752,0.948858
0.670843,0.916348
0.854191,0.480910
0.770290,0.328361
0.460497,0.535435
0.960493,0.848560
0.489253,0.652587
0.202356,0.804392
0.553038,0.532722
0.766284,0.632918
0.072467,0.288156
0.176719,0.734893
0.035147,0.202405
0.597445,0.694798
0.503305,0.860719
0.918940,0.132103
0.952511,0.614380
0.636219,0.095096
0.621872,0.725716
0.580791,0.084493
0.523227,0.935940
0.723417,0.137408
0.959938,0.958880
0.169396,0.800884
0.406717,0.593682
0.445186,0.782624
0.996660,0.795115
0.931371,0.946027
0.090105,0.253383
0.721857,0.590076
0.050146,0.095049
0.520547,0.616166
0.167719,0.171291
0.129340,0.564951
0.007854,0.572430
0.475929,0.465985
0.679276,0.522632
0.727749,0.763923
0.920118,0.799245
0.517706,0.492153
0.235709,0.599593
0.139135,0.931236
0.845044,0.119734
0.785956,0.117104
0.721225,0.087709
0.488193,0.657863
0.728811,0.418608
0.921623,0.774321
0.208265,0.671231
0.730535,0.333638
0.738231,0.898367
0.817114,0.762532
0.634497,0.270535
0.795223,0.364192
0.532197,0.314440
0.313017,0.157612
0.961298,0.147783
0.086259,0.936127
0.555013,0.437904
0.737491,0.383320
0.127922,0.729686
0.175999,0.552993
0.949066,0.936140
0.360783,0.780301
0.612676,0.479370
0.139928,0.376359
0.651918,0.986632
0.004891,0.717760
0.846337,0.951195
0.423804,0.118479
0.270967,0.850534
0.877935,0.637074
0.122740,0.121922
0.478172,0.588258
0.032379,0.686096
0.544510,0.012303
0.095677,0.454318
0.722585,0.825399
0.431302,0.295359
0.968310,0.458548
0.315390,0.442314
0.012092,0.301927
0.515554,0.918442
0.738226,0.781294
0.544902,0.110588
0.390926,0.997035
0.044171,0.879200
0.684496,0.283908
0.777989,0.836897
0.043219,0.106420
0.665750,0.999105
0.023966,0.665685
0.136525,0.650125
0.623315,0.090441
0.680728,0.897033
0.863444,0.028999
0.245917,0.240828
0.453292,0.143022
0.854347,0.776768
0.808350,0.198204
0.014573,0.910638
0.288908,0.656269
0.909437,0.036163
0.005473,0.005430
0.156326,0.051658
0.819981,0.605925
0.980047,0.801482
0.963188,0.238553
0.287800,0.849409
0.244883,0.057232
0.669130,0.800964
0.968196,0.927795
0.120231,0.772108
0.846128,0.698121
0.819800,0.837980
0.446550,0.040151
0.456194,0.201782
0.113729,0.124924
0.697374,0.504531
0.539839,0.745188
0.548268,0.630012
0.086024,0.851131
0.448781,0.155213
