0.249459,0.432874
0.219440,0.972766
0.764117,0.447311
0.202474,0.897597
0.612729,0.490880
0.666824,0.808956
0.095711,0.843034
0.149123,0.442332
0.702577,0.478845
0.673054,0.722584
0.716200,0.676755
0.723587,0.734029
0.183751,0.896730
0.257047,0.433250
0.747452,0.681197
0.182604,0.441777
0.229018,0.815910
0.769552,0.606562
0.227997,0.423225
0.746485,0.773629
0.203361,0.858067
0.697370,0.749913
0.677286,0.768510
0.728870,0.469923
0.627864,0.397638
0.690963,0.479279
0.759074,0.574940
0.206348,0.459111
0.715215,0.721864
0.671456,0.797824
0.181098,0.408046
0.200686,0.901951
0.682444,0.681655
0.219943,0.860417
0.231086,0.423589
0.667254,0.677779
0.058645,0.949057
0.652791,0.520976
0.178796,0.478088
0.619510,0.533578
0.742125,0.520853
0.110256,0.976300
0.873494,0.634245
0.769932,0.623226
0.176131,0.445294
0.156964,0.489291
0.741355,0.551922
0.631712,0.700688
0.259484,0.906076
0.702010,0.665071
0.746551,0.681514
0.681833,0.292828
0.069996,0.416569
0.784483,0.719488
0.758166,0.614053
0.165072,0.899161
0.141047,0.984626
0.655853,0.442297
0.173543,0.923016
0.743570,0.452665
0.710381,0.401055
0.760374,0.339755
0.853659,0.662914
0.240393,0.526207
0.181063,0.842505
0.155770,0.931673
0.111320,0.868900
0.736191,0.676097
0.833048,0.664155
0.699292,0.770811
0.152594,0.464941
0.807841,0.727902
0.160967,0.858271
0.750056,0.761394
0.746420,0.834599
0.688904,0.741415
0.179606,0.883490
0.703737,0.493516
0.813928,0.462853
0.877347,0.629006
0.789509,0.665520
0.645870,0.418915
0.792392,0.526360
0.228111,0.404474
0.707965,0.289340
0.646802,0.728367
0.703033,0.715213
0.699616,0.783918
0.761438,0.715389
0.192740,0.867682
0.780220,0.669331
0.762695,0.590993
0.704154,0.723761
0.205429,0.470071
0.751549,0.458171
0.679573,0.607263
0.158517,0.916383
0.169782,0.485265
0.722627,0.635164
0.281209,0.567120
0.678411,0.377838
0.252017,0.479033
0.171009,0.915101
0.784759,0.646111
0.681026,0.668197
0.138105,0.434787
0.739827,0.484912
0.126897,0.878451
0.685544,0.474454
0.758156,0.755384
0.292698,0.499918
0.711928,0.511699
0.719639,0.458040
0.589904,0.481232
0.137119,0.424636
0.770461,0.375542
0.738772,0.479881
0.701540,0.674737
0.146700,0.943067
0.205815,0.460044
0.730165,0.519062
0.694675,0.507428
0.839863,0.716204
0.226890,0.559876
0.626026,0.771631
0.664054,0.445975
0.797937,0.745195
0.707392,0.788562
0.160427,0.378776
0.221683,0.398064
0.736699,0.461404
0.247225,0.818820
0.129043,0.467584
0.751711,0.760511
0.197619,0.887279
0.652962,0.495996
0.679138,0.692847
0.165120,0.931336
0.126523,0.466326
0.751069,0.766124
0.135458,0.798736
0.149520,0.832901
0.162827,0.785505
0.694123,0.432565
0.202409,0.448813
0.745879,0.637846
0.707423,0.687597
0.204120,0.480845
0.231878,0.456266
0.785655,0.510344
0.781798,0.792571
0.191391,0.467381
0.201353,0.573666
0.851486,0.687299
0.754474,0.709978
0.243485,0.475241
0.224038,0.468861
0.242515,0.452692
0.810463,0.625797
0.784530,0.672379
0.652478,0.498555
0.624362,0.835203
0.667664,0.767004
0.124890,0.443179
0.609695,0.745249
0.190151,0.470332
0.718876,0.418618
0.194296,0.456301
0.217894,0.892914
0.739846,0.509941
0.698499,0.468608
0.089643,0.531931
0.766394,0.626974
0.235851,0.473717
0.233153,0.499496
0.327242,0.770885
0.187087,0.449167
0.704536,0.693476
0.709758,0.402470
0.249247,0.874262
0.674250,0.714093
0.708289,0.450418
0.209292,0.458223
0.680757,0.761383
0.185137,0.515030
0.739374,0.355961
0.674618,0.401935
0.719418,0.627931
0.178491,0.420168
0.208835,0.513679
0.194936,0.484250
0.147583,0.365615
0.115232,0.513339
0.201852,0.408328
0.700618,0.593249
0.796149,0.582645
0.696384,0.682052
0.160795,0.483327
0.676513,0.476596
0.201724,0.432443
0.184619,0.924369
0.790296,0.645339
0.738303,0.730528
0.718477,0.396966
0.240573,0.502184
0.693713,0.784940
0.672940,0.747169
0.695674,0.695547
0.195277,0.856941
0.819310,0.629693
0.170540,0.929374
0.681725,0.763912
0.841760,0.663772
0.192997,0.471746
0.729662,0.792787
0.835317,0.433939
0.717467,0.447656
0.169585,0.446613
0.775004,0.621258
0.232137,0.472522
0.722683,0.736168
0.646150,0.688143
0.714698,0.518821
0.728794,0.495878
0.810831,0.732319
0.245418,0.904679
0.748841,0.684536
0.197198,0.869145
0.719354,0.664273
0.189678,0.932022
0.072459,0.407396
0.795295,0.620394
0.677271,0.749435
0.720722,0.408677
0.804022,0.641544
0.143746,0.873136
0.711793,0.621077
0.733948,0.712071
0.178808,0.506112
0.761745,0.692410
0.680432,0.400524
0.212935,0.393841
0.239863,0.922911
0.693785,0.476592
0.139741,0.496917
0.746912,0.370264
0.156970,0.885639
0.788170,0.458992
0.770074,0.455074
0.156311,0.969259
0.817692,0.653916
0.720163,0.775012
0.691501,0.469728
0.754483,0.689873
0.223912,0.487478
0.754169,0.449573
0.719388,0.470169
0.654800,0.352772
0.147525,0.450871
0.714769,0.688675
0.684270,0.633513
0.124681,0.427335
0.249756,0.906213
0.132663,0.898604
0.145153,0.422639
0.750301,0.600114
0.777808,0.340843
0.194831,0.399214
0.727702,0.699594
0.722931,0.733945
0.256983,0.458774
0.746484,0.417186
0.718443,0.494004
0.837951,0.628969
0.739660,0.464278
0.207617,0.895012
0.706393,0.480939
0.271633,0.482797
0.269213,0.832947
0.776189,0.669865
0.829876,0.667120
0.146446,0.371865
0.811660,0.764724
0.783730,0.621272
0.194484,0.903622
0.685786,0.427695
0.753011,0.452135
0.786384,0.646038
0.138412,0.933260
0.117698,0.401600
0.176765,0.901147
0.677538,0.728863
0.237178,0.387918
0.828651,0.649777
0.157209,0.491336
0.148106,0.824782
0.701164,0.437151
0.807005,0.690830
0.229267,0.328773
0.142807,0.857249
0.270469,0.526855
0.701609,0.688911
0.134268,0.878025
0.778639,0.734967
0.201394,0.863386
0.783586,0.636797
0.174064,0.456309
0.746081,0.681414
0.243156,0.420098
0.813241,0.620077
0.692591,0.702696
0.125349,0.866268
0.709967,0.677091
0.707664,0.450717
0.664494,0.484127
0.705677,0.713951
0.225454,0.866078
0.798285,0.455216
0.149175,0.800846
0.172648,0.896996
0.692094,0.499427
0.712192,0.729663
0.858440,0.666550
0.751415,0.706162
0.103244,0.442101
0.201960,0.894206
0.185895,0.860179
0.214453,0.352283
0.722792,0.615010
0.769771,0.732255
0.171444,0.426683
0.243791,0.453448
0.181290,0.942087
0.706297,0.427509
0.650414,0.446234
0.226208,0.472879
