0.232187,0.131664
0.257579,0.209210
0.028253,0.292687
0.228342,0.235819
0.038434,0.135116
0.111239,0.278030
0.193160,0.246828
0.133024,0.068172
0.166375,0.019145
0.248289,0.189499
0.227426,0.106358
0.291209,0.267936
0.233515,0.058392
0.140016,0.013141
0.046287,0.204915
0.223429,0.290253
0.097748,0.111138
0.140867,0.056841
0.038976,0.142711
0.068073,0.200944
0.131146,0.249803
0.210080,0.093710
0.249678,0.241429
0.116244,0.086498
0.204749,0.041926
0.059972,0.002209
0.236077,0.199455
0.211550,0.234219
0.137675,0.170622
0.041939,0.034359
0.200521,0.141329
0.169571,0.229500
0.190416,0.166074
0.167762,0.091185
0.009245,0.131015
0.064375,0.122559
0.256021,0.070182
0.017491,0.084415
0.088078,0.198575
0.167110,0.235169
0.199294,0.121916
0.244206,0.050092
0.006814,0.027014
0.216708,0.138563
0.048382,0.150313
0.045694,0.208896
0.133847,0.114306
0.090454,0.189085
0.108544,0.026295
0.035402,0.288569
0.272574,0.209912
0.079761,0.290753
0.233625,0.215067
0.134808,0.081672
0.028917,0.270781
0.136733,0.060709
0.091787,0.173766
0.053032,0.256984
0.227556,0.215839
0.129628,0.188193
0.175229,0.194954
0.025333,0.124742
0.012484,0.148197
0.098958,0.043357
0.031021,0.176293
0.051178,0.277536
0.174318,0.104061
0.177275,0.006841
0.287568,0.144691
0.234821,0.024819
0.145997,0.147212
0.281348,0.171518
0.142047,0.080093
0.099471,0.156202
0.131673,0.006484
0.247888,0.268848
0.042075,0.166211
0.032573,0.201672
0.084370,0.197827
0.218098,0.230594
0.032322,0.274804
0.069064,0.011224
0.166456,0.111277
0.248937,0.242475
0.095142,0.285870
0.087275,0.154517
0.076790,0.280813
0.049382,0.013473
0.130529,0.297713
0.267503,0.224582
0.267238,0.268034
0.155658,0.094779
0.231604,0.198498
0.112097,0.028340
0.224037,0.078738
0.281044,0.072291
0.036827,0.249334
0.045985,0.053780
0.179815,0.262369
0.058930,0.093097
0.233221,0.291548
0.150222,0.043169
0.004181,0.068897
0.039547,0.203298
0.036550,0.151899
0.208279,0.174335
0.059933,0.241237
0.214622,0.221695
0.039317,0.037126
0.278269,0.119273
0.090285,0.146575
0.198859,0.286687
0.085934,0.277443
0.007458,0.166559
0.190193,0.031769
0.042102,0.125734
0.289870,0.178813
0.279907,0.241308
0.140214,0.235429
0.005351,0.032743
0.248829,0.239045
0.069792,0.159231
0.181805,0.260322
0.180932,0.123771
0.112255,0.127765
0.195579,0.260247
0.136169,0.074352
0.070999,0.223804
0.244971,0.031583
0.019968,0.178330
0.043852,0.247399
0.093100,0.043162
0.276291,0.049660
0.085416,0.046084
0.034647,0.006344
0.016619,0.052392
0.016015,0.177343
0.204214,0.118089
0.095397,0.151358
0.262501,0.255339
0.013043,0.054450
0.071023,0.074816
0.171370,0.124879
0.014776,0.112084
0.157126,0.030502
0.250038,0.015589
0.277453,0.029734
0.253073,0.270796
0.293871,0.240608
0.233843,0.192745
0.233699,0.040366
0.160820,0.154267
0.257272,0.138840
0.115527,0.191869
0.079939,0.041931
0.143363,0.125067
0.069771,0.110254
0.109918,0.098249
0.113839,0.205723
0.089063,0.284657
0.274904,0.144273
0.098508,0.160630
0.254568,0.195776
0.241318,0.159817
0.189875,0.086447
0.220468,0.060721
0.208439,0.258216
0.039631,0.184314
0.028529,0.217715
0.025348,0.280782
0.041222,0.287664
0.240265,0.178105
0.234787,0.238534
0.283808,0.076015
0.177023,0.028515
0.184850,0.051387
0.169485,0.171729
0.139796,0.156790
0.229177,0.239773
0.147646,0.179878
0.279371,0.035920
0.035131,0.026313
0.197359,0.125582
0.232296,0.201369
0.100091,0.269510
0.228760,0.081160
0.109258,0.094332
0.047283,0.044335
0.280838,0.131371
0.114996,0.218906
0.165898,0.280842
0.234090,0.143811
0.112908,0.295989
0.215328,0.285358
0.035544,0.255160
0.191122,0.036577
0.176477,0.205829
0.003691,0.136295
0.247620,0.088608
0.137564,0.132694
0.090578,0.275533
0.234388,0.033177
0.299110,0.263760
0.085173,0.251069
0.031926,0.299731
0.199705,0.195037
0.027132,0.269110
0.008700,0.072248
0.042907,0.233030
0.059461,0.273191
0.196881,0.010849
0.001629,0.015497
0.181778,0.240445
0.071566,0.254823
0.017170,0.240289
0.278339,0.231633
0.209436,0.251394
0.012045,0.060535
0.037477,0.151359
0.223556,0.189004
0.255339,0.046564
0.220386,0.057912
0.081228,0.212971
0.294061,0.183463
0.016350,0.184893
0.012705,0.265244
0.212873,0.051938
0.027516,0.055060
0.294008,0.137568
0.235224,0.190922
0.171724,0.043539
0.283807,0.090403
0.173405,0.209933
0.194770,0.282178
0.044532,0.152506
